carat,depth,table,price
0.5,62.4,61,1348
0.5,62.6,56,1349
0.48,62.7,58.5,1349
0.41,62.7,56,1349
0.41,62.2,58,1349
0.52,63.3,57,1349
0.5,61.3,56,1349
0.4,61.9,61,1349
0.54,63,57,1349
0.51,64,58,1349
0.51,59.4,61,1349
0.53,59.9,58,1350
0.54,62.4,56,1350
0.54,61.8,58,1350
0.52,58.7,64,1350
0.6,65.3,56,1350
0.42,62.3,57,1350
0.42,61.4,56,1350
0.8,63.7,55,1350
0.5,65.8,57,1350
0.63,60.3,61,1351
0.5,60.9,58,1351
0.5,62,57,1351
0.5,60.7,58,1351
0.53,60.9,56,1351
0.4,61.8,55,1351
0.49,58.8,59,1351
0.52,62.2,54,1352
0.53,54.3,65,1352
0.59,60.8,57,1352
0.59,61.7,55,1352
0.4,60.9,57,1353
0.53,62.5,54,1353
0.53,62.3,54,1353
0.53,62.1,54,1353
0.46,61.9,55,1353
0.47,64,60,1353
0.52,60.3,61,1354
0.5,63.4,56,1354
0.5,61.9,62,1354
0.5,60.7,61,1354
0.5,59.4,60,1354
0.5,60.3,58,1354
0.4,61.5,55,1354
0.51,61.7,55,1354
0.51,61,57,1354
0.52,60.4,57,1354
0.5,59.7,63,1354
0.55,62.9,58,1354
0.53,63.1,56,1355
0.57,61.6,56,1355
0.51,60.9,54,1355
0.46,62,58,1355
0.59,59.8,58,1355
0.54,63,60,1356
0.61,63.4,55,1356
0.58,61.7,54,1356
0.58,63.4,57,1356
0.51,61.5,54,1356
0.41,58.9,58,1356
0.41,62.3,53,1356
0.41,62.1,56,1356
0.41,60.9,56,1356
0.41,60.3,56,1356
0.41,60.7,56,1356
0.41,62.1,57,1356
0.41,61.8,55,1356
0.41,61.9,56,1356
0.41,61.7,57,1356
0.41,62.3,57,1356
0.41,61.3,59,1356
0.41,61.8,59,1356
0.41,62,55,1356
0.41,62.3,55,1356
0.41,61.8,57,1356
0.41,62.3,57,1356
0.41,61.8,58,1356
0.41,62.3,55,1356
0.41,61.2,62,1356
0.41,62.1,56,1356
0.41,62.5,58,1356
0.54,60.8,59,1356
0.53,59.1,59,1356
0.54,59.5,61,1356
0.5,60.8,61,1357
0.51,60.9,57,1357
0.57,58.8,57,1357
0.52,61.5,56,1357
0.52,63.6,62,1357
0.54,60.2,58,1358
0.43,62,57,1358
0.43,62.3,55,1358
0.43,61,56,1358
0.43,61.5,56,1358
0.43,60.3,58,1358
0.43,62.1,55,1358
0.55,61.6,56,1358
0.45,61.5,57,1358
0.45,61.7,56,1358
0.45,60.6,59,1358
0.56,64.5,61,1358
0.4,61.4,58.3,1359
0.53,61.6,57,1359
0.53,60.3,57,1359
0.53,62.6,55,1359
0.61,60.4,56,1359
0.39,60.7,56,1359
0.54,61.9,56,1359
0.5,60.7,56,1359
0.58,62.4,58,1359
0.57,61.9,56,1359
0.32,61.4,56,1359
0.51,59.8,55,1359
0.51,61.1,56,1359
0.51,62,58,1359
0.51,62.8,57,1359
0.51,61.9,56,1359
0.51,62.5,55,1359
0.51,58.5,61,1359
0.53,61.8,56,1360
0.53,61.9,55,1360
0.56,61.8,55,1361
0.54,60.2,58,1361
0.54,63.2,58,1361
0.54,63.2,60,1361
0.59,59.1,58,1361
0.51,57.4,62,1361
0.59,62.9,58,1362
0.71,66.1,58,1362
0.5,61.9,64.3,1362
0.39,60.7,58,1362
0.39,59,60,1362
0.51,60.8,57,1363
0.55,62.1,58,1363
0.55,60.9,57,1363
0.52,61.7,55.5,1363
0.41,61.6,55,1363
0.41,60.5,57,1363
0.51,58.7,58,1363
0.53,63.8,56,1363
0.53,62.4,57,1363
0.53,63.8,58,1363
0.53,63.8,56,1363
0.53,62.9,57,1363
0.5,61.4,59,1363
0.53,64.5,53,1363
0.53,61.3,58,1363
0.41,61.2,55,1364
0.57,63.3,55,1364
0.57,61.7,56,1364
0.57,63.2,55,1364
0.57,63.5,55,1364
0.57,58.6,57,1364
0.62,61.8,55,1364
0.32,60.7,58,505
0.32,61.5,56,505
0.32,60.5,59,505
0.32,62.4,58,505
0.36,61.6,58,505
0.32,61.9,58,505
0.32,62.2,57,505
0.36,61.5,58,505
0.32,63.1,56,505
0.26,61.4,57,506
0.33,61.6,56,506
0.3,61.3,58,506
0.3,61.9,61,506
0.3,61.6,62,506
0.3,62.6,61,506
0.3,63.5,57,506
0.3,63.4,56,506
0.3,62.3,58,506
0.3,63.3,55,506
0.3,59.7,57,506
0.3,61.9,56,506
0.3,61.2,61,506
0.3,62.6,58,506
0.3,62.6,58,506
0.3,63.5,58,506
0.3,62.7,59,506
0.3,63.4,55,506
0.3,62.4,58,506
0.3,63.6,52,506
0.3,63,59,506
0.55,61.6,56,1364
0.55,59.7,58,1364
0.42,60.5,55,1365
0.47,61.6,55,1365
0.51,60.9,56.4,1365
0.56,61.5,55,1365
0.5,57.8,60,1365
0.53,60.2,57,1367
0.5,61.2,56,1367
0.46,60.5,58,1367
0.41,60.9,55,1367
0.41,60.7,57,1367
0.41,61.7,56,1367
0.41,61.7,56,1367
0.41,62.2,58,1367
0.41,62.9,59,1367
0.41,60.7,58,1367
0.41,61.9,55,1367
0.41,61.3,57,1367
0.41,62.4,54,1367
0.41,61.3,56,1367
0.41,62.3,55,1367
0.41,61,57,1367
0.41,61.7,56,1367
0.41,61.3,55,1367
0.55,61.3,56,1367
0.5,66.8,56,1367
0.6,55.3,63,1367
0.6,63.7,61,1367
0.48,65,54,1367
0.55,63.1,56,1368
0.36,60.3,57,1368
0.39,61.9,57,1368
0.61,62,54,1368
0.54,62,54,1368
0.54,61.9,54,1368
0.55,61,58,1368
0.55,63.2,56,1368
0.55,63.3,56,1368
0.55,61.3,57,1368
0.5,60.9,57,1368
0.58,62,56,1369
0.52,60.3,58,1369
0.52,61,61,1369
0.52,63,55,1369
0.52,63,56,1369
0.52,62.8,57,1369
0.57,60.5,57,1369
0.57,63.4,57,1369
0.54,59.7,59,1369
0.54,59.8,57,1369
0.42,59.7,56,1369
0.53,61.7,55,1370
0.55,59.1,59,1370
0.55,60.5,59,1370
0.5,62.4,53,1370
0.5,62.6,53,1370
0.5,61.9,54,1370
0.5,61.9,53,1370
0.5,61.4,54,1370
0.52,61.1,59,1370
0.59,61.8,56,1371
0.59,60.1,57,1371
0.53,60.7,56,1371
0.52,62.6,58,1372
0.46,61.9,58,1372
0.46,61.7,59,1372
0.42,60.9,57,1372
0.63,62,57,1372
0.58,62.6,57,1373
0.5,62.8,56,1373
0.5,65.9,57,1373
0.51,61.8,57,1374
0.5,61.1,64,1374
0.55,60.1,58,1374
0.4,61.7,55,1374
0.55,61.8,55,1374
0.52,61.6,55,1374
0.5,60.2,63,1374
0.33,61.9,57,1374
0.5,63,61,1374
0.5,63.5,61,1374
0.5,63.3,57,1374
0.51,61.5,55,1375
0.51,61.6,55,1375
0.51,61.4,56,1375
0.54,62.2,61,1375
0.41,61.9,60,1376
0.54,59.3,60,1376
0.5,60.6,59,1376
0.52,60.7,58,1376
0.41,61.7,55,1376
0.51,62,57,1376
0.51,59.4,61.9,1376
0.57,61.9,58,1376
0.52,62.2,57,1376
0.59,63.4,56,1376
0.58,59,62,1377
0.51,61.4,56,1377
0.53,61.3,56,1377
0.57,62.2,55,1377
0.45,62.8,53,1377
0.45,61.4,56,1377
0.45,62,53,1377
0.45,61,57,1377
0.39,61,56,1377
0.54,59.1,65,1377
0.55,60.1,61,1377
0.62,60.7,57.3,1378
0.6,62.6,56,1378
0.46,60,56,1378
0.62,61.9,59,1378
0.5,62.2,60,1378
0.56,62.2,63,1378
0.6,60.4,63,1378
0.54,62,54,1378
0.44,61.3,55,1378
0.6,60.1,62,1378
0.5,59.6,60,1378
0.5,62.7,57,1378
0.5,59.9,56,1378
0.6,58.9,59,1378
0.58,61.9,56,1379
0.54,62.1,59,1379
0.51,60,58,1380
0.61,62,54,1380
0.55,63.2,58,1381
0.51,62.4,59,1381
0.51,60.3,58,1381
0.54,61.5,56,1381
0.51,61.1,58,1381
0.41,61.1,57,1381
0.52,58.4,58,1382
0.46,62.3,54,1382
0.61,59.5,62,1382
0.62,59.6,58,1382
0.51,60.9,56,1383
0.52,62,55,1383
0.57,64.6,59,1383
0.53,61.6,57,1383
0.53,62.3,58,1383
0.57,58.8,57.3,1384
0.5,61.6,58,1384
0.57,62.1,56,1384
0.54,61.4,54,1384
0.55,61,61,1384
0.6,62.8,56,1385
0.54,62.1,57,1385
0.54,61.3,55,1385
0.6,62.5,57,1385
0.54,60.5,57,1385
0.51,61.3,57,1385
0.51,62,56,1385
0.54,61.6,55,1385
0.52,62,57,1385
0.52,63.5,58,1385
0.52,63.6,57,1385
0.52,63.7,54,1385
0.52,62.5,56,1385
0.52,61.7,56,1385
0.52,62.9,56,1385
0.52,62.4,59,1385
0.6,61.4,56,1385
0.52,62.1,56,1385
0.51,62.1,60,1386
0.5,63,58,1386
0.58,60.6,56,1386
0.5,63.9,57,1387
0.57,62.1,58,1387
0.51,62.3,63,1387
0.52,60.9,58,1387
0.55,60.2,59,1387
0.52,63.7,54,1388
0.58,63.1,57,1388
0.56,60.4,58,1388
0.58,62.9,57,1388
0.58,63.2,56,1388
0.56,60.9,57,1388
0.56,61.2,57,1388
0.58,63.8,56,1388
0.42,61.8,57,1388
0.46,62.7,57,1388
0.46,60.9,58,1388
0.52,63.5,58,1389
0.52,61.4,55,1389
0.52,62.9,59,1389
0.52,62.8,56,1389
0.52,62.7,57,1389
0.33,62.1,56,1389
0.56,64.5,61,1389
0.58,61.9,59,1389
0.52,61.3,55,1389
0.52,62.3,56,1389
0.52,62.1,57,1389
0.52,60.1,59,1389
0.5,64.9,59,1389
0.54,60.3,57,1389
0.54,63.2,56,1389
0.54,62.6,57,1389
0.54,63.3,56,1389
0.42,62,55,1389
0.42,61.3,56,1389
0.42,60.5,58,1389
0.42,61.4,56,1389
0.42,62.1,55,1389
0.42,62.1,55,1389
0.42,62.5,57,1389
0.42,62.6,56,1389
0.54,61.9,55,1389
0.54,62.6,57,1389
0.54,61.6,58,1389
0.54,61.7,59,1389
0.42,62.2,56,1389
0.54,61.5,58,1389
0.54,59,60,1389
0.64,63,57,1390
0.5,56.4,62,1390
0.6,62.1,55,1390
0.55,61,56,1390
0.42,61.9,58,1391
0.52,62.2,56.4,1391
0.59,63.4,56,1391
0.59,62.4,58.4,1392
0.54,62.8,59,1392
0.54,63.2,58,1392
0.54,63.8,57,1392
0.58,61.4,57.1,1392
0.53,61,57,1393
0.51,60.2,62,1393
0.46,62.2,57,1393
0.55,62.6,57,1393
0.46,62.2,54,1393
0.58,63.5,56,1393
0.51,61.7,56,1394
0.56,60.1,58,1394
0.42,62.4,57,1394
0.5,63.3,60,1395
0.5,61.4,60,1395
0.5,63.2,59,1395
0.53,61.6,58,1395
0.53,63.4,58,1395
0.53,62.1,58,1395
0.5,62.8,61,1395
0.5,60.3,58,1395
0.42,61.4,56,1395
0.62,60.6,57,1395
0.52,62.3,56,1395
0.54,61.5,55.1,1395
0.5,59.8,57,1395
0.73,62.5,58,1395
0.5,62.7,56,1396
0.51,61.2,55,1397
0.57,62.1,58,1397
0.57,61.6,56,1397
0.51,62.9,57,1397
0.57,61.8,57,1397
0.5,66.3,55,1397
0.5,64.9,56,1397
0.5,64.1,58,1397
0.4,62.6,56,1397
0.38,62.2,55,1397
0.4,59.8,58,1397
0.4,61.4,55,1397
0.4,60.8,58,1397
0.4,62.2,55,1397
0.4,61.7,57,1397
0.4,61.5,56,1397
0.4,61.5,56,1397
0.4,61.2,61,1397
0.4,62.8,57,1397
0.4,62.4,57,1397
0.4,61.4,59,1397
0.5,63.2,56,1397
0.57,63.5,56,1397
0.5,65.4,57,1397
0.57,61,56,1397
0.51,62.2,58,1398
0.6,63.3,58,1399
0.56,61,57,1399
0.41,61.8,58,1399
0.52,59.7,60,1399
0.49,63.6,57.9,1400
0.42,61.6,56,1400
0.38,61.8,56,1400
0.42,62,56,1400
0.42,61.6,56,1400
0.42,61.6,56,1400
0.42,60.4,55,1400
0.38,60.4,59,1400
0.38,61.3,56,1400
0.42,62.7,56,1400
0.42,60.2,59,1400
0.38,61.4,59,1400
0.42,62.1,55,1400
0.42,62.1,56,1400
0.42,62.3,57,1400
0.42,61.6,58,1400
0.5,61.6,55,1400
0.47,61.5,55,1400
0.55,64.3,57.9,1400
0.3,63.4,57,506
0.3,63.4,57,506
0.3,62.6,60,506
0.3,63.3,60,506
0.3,61.6,59,506
0.3,61.4,58,506
0.3,61.3,56,506
0.3,62.3,56,506
0.3,60.5,62,506
0.3,60.9,59,506
0.3,63.8,57,506
0.3,63.3,59,506
0.3,63.4,57,506
0.3,63.3,59,506
0.3,63.5,57,506
0.3,62.2,57,506
0.3,64.1,57,506
0.3,63.7,54,506
0.3,63.3,57,506
0.3,62.3,59,506
0.3,62.5,59,506
0.3,58.1,61,506
0.3,62.2,58,506
0.3,61.7,62,506
0.31,60.4,60,507
0.3,62.8,57,507
0.31,61,57,507
0.31,61.7,55,507
0.31,61.4,56,507
0.31,61.2,56,507
0.5,62.3,58,1400
0.58,59.9,58,1401
0.58,63.1,57,1401
0.55,59.7,64,1401
0.52,61.6,55,1401
0.52,61.3,55,1401
0.54,61.7,55,1401
0.59,61.8,55,1401
0.46,61.2,55,1401
0.61,61.1,57,1401
0.58,62.3,54,1401
0.52,60.4,66,1401
0.61,60.9,58,1401
0.61,63.4,55,1401
0.45,61.9,56,1401
0.6,60.6,60,1402
0.5,62.8,57,1402
0.6,63.1,60,1402
0.58,62.5,58,1402
0.51,62.7,59,1402
0.51,60.7,59,1402
0.5,64.1,61,1402
0.55,61.8,54,1402
0.55,62.5,54,1402
0.55,61.9,54,1402
0.38,61.4,55,1402
0.38,62.2,54.1,1402
0.48,59,60.9,1402
0.51,61.2,61,1402
0.51,62.9,57,1402
0.51,63.3,59,1402
0.53,65.5,58,1402
0.51,61.7,57,1402
0.51,61.7,58,1403
0.57,62.6,58,1403
0.51,60.6,57,1403
0.5,62.6,54,1404
0.54,60.2,56,1404
0.54,60.4,56,1404
0.4,63.5,58,1404
0.4,62.8,57,1404
0.48,60.8,56.3,1404
0.5,62.4,56,1404
0.54,61.2,58,1404
0.5,62,54,1404
0.56,61.3,56,1405
0.55,63.1,58,1406
0.55,63,59,1406
0.56,60.5,55,1406
0.4,61.9,54,1406
0.51,59.7,59,1406
0.51,59.4,60,1406
0.51,63.6,58,1406
0.51,62.9,56,1406
0.51,64.2,59,1406
0.57,58.9,59,1406
0.51,60,57,1406
0.51,61.3,56,1406
0.37,59.2,57,1406
0.51,59.5,61,1406
0.5,61.3,62,1407
0.5,63.3,56,1407
0.5,63.4,59,1407
0.5,63.7,59,1407
0.63,62.8,56.3,1407
0.44,58.5,61,1407
0.58,58.5,55,1407
0.56,61.1,56,1408
0.58,59.3,58,1408
0.58,59.3,59,1408
0.53,63,55,1408
0.61,63.1,56,1408
0.58,61.7,54.1,1408
0.52,61.9,59,1408
0.52,61.4,56,1408
0.52,60.5,61,1408
0.43,60.9,57,1408
0.44,61.8,54.8,1408
0.5,62.6,52,1408
0.58,62,58,1408
0.58,61.4,57,1408
0.53,62.1,53,1408
0.38,62.5,59,1409
0.71,65.5,61,1409
0.5,60.9,64,1409
0.5,61.9,55,1409
0.54,61.2,57,1409
0.5,62.5,59,1409
0.55,60.2,58,1410
0.5,63,56,1410
0.5,60.8,57,1410
0.5,63.2,57,1410
0.55,62.4,55,1410
0.5,59.3,59,1410
0.5,60.1,57,1410
0.55,57,62,1410
0.55,59.5,61,1410
0.5,62.5,58,1410
0.5,62.2,57,1410
0.5,62.3,56,1410
0.62,64,56,1410
0.57,61.8,57,1410
0.57,61.9,57,1410
0.5,61.9,56,1410
0.54,61.6,57,1410
0.5,61.6,55,1410
0.62,64.6,57,1410
0.5,61.2,55,1411
0.64,55.3,69,1411
0.59,61.7,60,1412
0.59,63,57,1412
0.59,61.7,57,1412
0.46,62,54,1412
0.46,61.5,55,1412
0.52,61,57,1412
0.53,62.5,56,1412
0.53,62.4,56,1412
0.53,62.9,54,1412
0.53,60.4,57,1412
0.53,61.4,56,1412
0.53,61.9,55,1412
0.53,62.6,57,1412
0.53,61.4,52,1412
0.46,61.7,60,1413
0.51,60.8,56,1413
0.57,62.9,57,1413
0.57,61.4,56,1413
0.52,61.2,55,1413
0.41,62.7,56,1413
0.41,62.2,58,1413
0.51,60.8,58,1414
0.57,61.2,57,1414
0.57,60.1,61,1414
0.7,62.3,59,1415
0.35,65.9,54,1415
0.35,65.9,54,1415
0.53,59.7,59,1415
0.53,59.1,59,1415
0.53,60.9,59,1415
0.5,60.3,59,1415
0.5,62.8,58,1415
0.54,60.7,56.5,1415
0.62,60.9,58,1415
0.5,58.2,62,1415
0.53,61.4,56,1415
0.5,61.4,58,1415
0.5,58,61,1415
0.55,61.3,59,1415
0.55,61.8,55,1415
0.55,60.7,57,1415
0.5,57.9,61,1415
0.5,61.6,57,1415
0.5,62.3,58,1415
0.5,60.2,58,1415
0.5,60.7,61,1415
0.5,62,59,1415
0.5,63,58,1415
0.5,63.8,55,1415
0.5,62.2,57,1415
0.5,61.5,62,1415
0.5,63.3,58,1415
0.5,63.3,59,1415
0.5,63.7,56,1415
0.5,63.2,57,1415
0.5,61.5,57,1415
0.5,63,59,1415
0.5,60.2,60,1415
0.61,61.9,54,1416
0.51,59.1,60,1417
0.46,60.3,59.2,1417
0.55,64.2,55,1417
0.51,63.2,58,1417
0.56,62.2,57,1417
0.53,61.4,55.4,1417
0.56,61.3,54,1417
0.56,62.1,55,1417
0.55,61.7,58,1417
0.47,60.9,59,1418
0.46,62.7,56,1418
0.39,61.5,55.5,1418
0.59,62.7,58,1419
0.59,62.4,58,1419
0.59,61.1,56,1419
0.41,62.1,54,1419
0.5,63.1,61,1419
0.52,61,61,1419
0.52,61.2,57,1420
0.51,59.4,59,1420
0.5,60.1,61,1420
0.5,58.1,61,1420
0.7,69.3,60,1420
0.5,61.8,59,1420
0.38,59.5,57,1421
0.47,61.6,56,1421
0.53,61.7,55,1421
0.58,61.8,56,1421
0.55,60.9,56,1421
0.51,61.3,59,1421
0.58,60.9,57,1421
0.58,60.2,57,1421
0.51,61.4,59,1421
0.51,60.7,58,1421
0.51,60.5,59,1421
0.54,62.7,58,1422
0.54,61.3,56,1422
0.54,63.2,55,1422
0.54,61.4,60,1422
0.54,63.6,56,1422
0.54,61.5,55,1422
0.47,59.5,61,1422
0.54,61.3,56,1422
0.53,58.6,62,1422
0.43,62.1,55,1422
0.43,62.3,55,1422
0.43,61.5,56,1422
0.43,61,56,1422
0.43,60.3,58,1422
0.43,62,57,1422
0.52,62.4,60,1423
0.52,59.2,57,1423
0.52,62.6,58,1423
0.51,63.3,57,1423
0.51,63,57,1423
0.63,62.1,54,1423
0.61,59.8,62,1423
0.59,63,56,1424
0.58,61.5,58,1424
0.51,61.1,65,1424
0.61,61.3,55,1424
0.59,62.3,54,1424
0.59,62,53,1424
0.5,62.6,57,1424
0.56,63.9,59,1425
0.51,60.4,61,1425
0.41,62,55,1425
0.59,59.1,57,1425
0.5,64.6,56,1426
0.62,63.4,56,1426
0.54,62.6,60,1426
0.49,63.6,59,1426
0.43,61.7,55,1426
0.6,62,59,1426
0.51,59.3,63,1427
0.53,61.5,56,1427
0.53,61.6,55,1427
0.56,61.7,54,1427
0.51,61.6,56,1427
0.53,62.3,56,1427
0.41,61.9,56,1427
0.41,61.1,56,1427
0.59,57.8,61,1427
0.52,65.5,66,1427
0.52,61.7,56,1428
0.53,60.9,59,1428
0.6,61.3,61,1428
0.51,60.1,60,1428
0.53,62,59,1428
0.53,59.4,59,1428
0.5,62.5,59,1429
0.52,61.6,58,1429
0.5,57.5,56,1429
0.52,60.3,57,1429
0.5,61.7,59,1429
0.55,60.8,56,1429
0.52,61.2,57,1429
0.52,62.2,54,1429
0.52,63,54,1429
0.52,61.4,57,1429
0.57,62.5,57,1429
0.51,60.1,65,1430
0.51,64.2,58,1430
0.49,58.9,60.5,1430
0.58,65,56,1430
0.51,62.5,53,1431
0.59,62.3,55,1431
0.51,61,56,1431
0.51,61.5,56,1431
0.41,61,57,1431
0.41,62.3,55,1431
0.41,61.7,56,1431
0.41,61.7,56,1431
0.41,62.4,54,1431
0.41,60.7,58,1431
0.41,61.7,56,1431
0.41,61.3,56,1431
0.41,60.9,55,1431
0.41,60.7,57,1431
0.41,62.9,59,1431
0.41,62.2,58,1431
0.41,61.3,55,1431
0.41,61.3,57,1431
0.41,61.9,55,1431
0.5,62.2,60,1431
0.5,66.9,57,1431
0.5,63.7,57,1431
0.59,63.8,57,1431
0.53,63.6,57,1432
0.56,62.2,60,1432
0.41,61.7,56,1432
0.57,62.7,56,1432
0.31,61.3,56,507
0.31,61.5,56,507
0.31,62,55,507
0.31,61.2,56,507
0.31,61.8,57,507
0.3,61.8,56,507
0.31,62.4,53,507
0.31,61.2,55,507
0.31,61.8,56,507
0.3,62.1,57,507
0.29,62.2,54,507
0.31,61.2,58,507
0.31,63.2,58,507
0.31,63.4,55,507
0.31,57.6,62,507
0.31,58.7,60,507
0.34,59.2,59,507
0.34,59.7,59,507
0.34,60.8,59,507
0.34,61.2,57,507
0.34,60.7,61,507
0.34,63.4,57,507
0.34,60.8,60,507
0.31,63,58,507
0.34,60.6,60,507
0.34,63.9,58,507
0.34,61.5,56,507
0.26,62.5,54,508
0.28,62.1,56,508
0.26,62.5,53,508
0.52,60.4,56,1432
0.46,60.5,58,1432
0.57,61.1,57,1433
0.43,61.2,57,1433
0.38,62.7,55,1433
0.43,62.1,54,1433
0.38,61.9,56,1433
0.43,60.9,59,1433
0.43,60.3,58,1433
0.43,61.1,58,1433
0.43,61.4,59,1433
0.43,61,58,1433
0.43,61.3,57,1433
0.43,61.8,55,1433
0.43,61.2,56,1433
0.43,59.5,58,1433
0.43,61.9,56,1433
0.38,61.1,56,1433
0.43,61.8,56,1433
0.5,60.6,61,1433
0.5,63.6,58,1433
0.5,60.6,59,1433
0.5,63.8,60,1433
0.39,61.9,57,1433
0.5,58.8,64,1433
0.5,60.3,58,1433
0.6,62,56,1433
0.6,60.8,58,1433
0.51,63.6,58,1434
0.53,61.9,55,1435
0.53,62.2,53,1435
0.53,61.9,55.2,1435
0.53,61.7,56,1435
0.51,61.7,55,1435
0.51,62,55,1435
0.62,58.2,60,1435
0.53,59.9,60,1435
0.71,64.9,54,1435
0.5,59.4,59,1436
0.57,61.5,56,1436
0.5,63.2,57,1436
0.56,60.8,58,1436
0.5,61,61,1436
0.5,62.7,57,1436
0.5,58.8,60,1436
0.5,62.7,57,1436
0.5,60.8,63,1436
0.5,63.2,56,1436
0.56,62.3,55,1436
0.5,63.3,57,1436
0.5,62.9,57,1436
0.5,62.4,60,1436
0.5,58.9,61,1436
0.5,62.8,53,1436
0.5,63,55,1436
0.5,61.9,61,1436
0.5,62.5,57,1436
0.5,62.3,58,1436
0.5,60.6,58,1436
0.5,63.3,57,1436
0.56,62.9,56,1436
0.5,61.2,57,1436
0.5,62.7,59,1436
0.5,63.7,56,1436
0.5,63.8,55,1436
0.5,58.8,60,1436
0.5,63.3,56,1436
0.5,63.3,58,1436
0.5,62.9,59,1436
0.5,58.5,60,1436
0.5,62.5,56,1436
0.5,63.2,58,1436
0.5,60.8,58,1436
0.5,62.2,59,1436
0.5,63,58,1436
0.5,60.9,58,1436
0.5,63.6,54,1436
0.5,63.6,57,1436
0.5,62,60,1436
0.5,63.6,58,1436
0.5,61.5,61,1436
0.5,62.8,56,1436
0.51,61.4,55.8,1436
0.51,63.1,59,1436
0.58,61.2,57,1436
0.67,57.2,70,1436
0.61,62.9,56.6,1437
0.46,61.7,59,1437
0.46,61.9,58,1437
0.59,60.5,59,1437
0.51,61.1,56,1437
0.59,61.5,57,1437
0.51,61.7,55,1437
0.51,60.8,57,1437
0.45,59.6,61,1437
0.61,57.4,60.9,1437
0.51,63.4,57,1437
0.51,59.1,63,1437
0.52,59.3,59,1438
0.51,62.5,59,1438
0.51,62.4,62,1438
0.51,62.7,57,1438
0.51,61.3,55,1438
0.51,62.9,57,1438
0.51,62.9,54,1438
0.51,62.2,57,1438
0.51,62.2,57,1438
0.51,62.7,57,1438
0.51,61.1,56,1438
0.51,62.6,57,1438
0.51,62.9,58,1438
0.51,62.7,54,1438
0.51,61.5,55,1438
0.51,62.4,56,1438
0.51,62.3,58,1438
0.51,62.4,57,1438
0.51,62.7,58,1438
0.51,61.3,54,1438
0.51,60.8,57,1438
0.51,59.6,57,1438
0.51,61.7,57,1438
0.51,63.7,55,1438
0.51,62.9,58,1438
0.51,62.7,55,1438
0.51,62.5,57,1438
0.51,62.8,55,1438
0.51,61.2,60,1438
0.51,62.8,56,1438
0.51,62.4,58,1438
0.51,62.1,55,1438
0.51,62.3,59,1438
0.58,62.9,56,1438
0.44,59.9,57,1438
0.53,61.4,56,1438
0.61,61.8,56,1438
0.41,61.3,56,1439
0.41,61.9,56,1439
0.41,62.6,58,1439
0.41,61.6,56,1439
0.41,61.4,56,1439
0.41,62.1,55,1439
0.41,61.9,56,1439
0.53,61,55,1439
0.41,61.4,58,1439
0.41,61.4,56,1439
0.41,62.3,55,1439
0.41,61.7,56,1439
0.54,60.1,57,1439
0.54,62.6,58,1439
0.54,63.2,55,1439
0.54,61.6,58,1439
0.58,59.7,59,1439
0.58,62.2,57,1440
0.56,60.2,57,1440
0.54,63.2,57,1440
0.54,60.6,58,1440
0.63,56.1,65,1440
0.53,61.2,65,1440
0.37,61.2,57,1440
0.4,60.3,57,1441
0.47,61.3,56,1441
0.62,61.3,55,1441
0.57,62.1,55,1441
0.57,62.3,54,1441
0.57,62.2,55,1441
0.46,62.5,57,1441
0.56,61.4,57,1441
0.56,58.8,59,1441
0.56,62.5,56,1441
0.56,60.2,59,1441
0.56,63.2,56,1441
0.54,62.8,55,1441
0.58,59.4,58,1442
0.51,63,58,1442
0.7,64.3,56,1442
0.41,61.9,58,1442
0.6,62.1,55,1442
0.51,60.8,57,1442
0.51,62.5,55,1442
0.59,62.2,57,1442
0.58,61.4,55.8,1442
0.58,59.9,56,1442
0.58,61.2,57,1442
0.58,62.7,56,1442
0.51,62.8,55,1443
0.51,63.4,55,1443
0.51,62.2,54,1443
0.51,62.5,58,1443
0.51,61.3,59,1443
0.51,62,56,1443
0.51,62.6,57,1443
0.51,63.9,56,1443
0.51,61.7,55,1443
0.51,61.1,56,1443
0.51,62.4,55,1443
0.51,61,58,1443
0.51,61.8,58,1443
0.51,62,55,1443
0.51,62.3,56,1443
0.51,63.9,54,1443
0.51,62.8,61,1443
0.51,62.5,56,1443
0.51,63.5,54,1443
0.51,63.9,56,1443
0.51,63.2,61,1443
0.51,58.8,58,1443
0.51,60.3,56,1443
0.51,63.5,57,1443
0.51,63.1,59,1444
0.41,61.5,56,1444
0.49,61.3,57,1444
0.59,61.2,57,1445
0.59,60.3,59,1445
0.59,61.1,57,1445
0.55,62.7,60,1445
0.52,63.7,56,1446
0.52,60.2,56,1446
0.5,63.6,59,1446
0.62,60.1,61,1446
0.52,63.2,57,1446
0.5,60.8,56,1446
0.52,61.6,56,1446
0.62,62,58,1446
0.5,61.9,56,1446
0.58,62.2,55,1446
0.4,61.7,57,1446
0.5,56.4,62,1446
0.52,60.9,58,1447
0.5,62.8,61,1447
0.5,61.3,61,1447
0.47,58.3,61.2,1447
0.5,60.5,57,1447
0.5,62.8,61,1448
0.55,60.9,56,1448
0.55,59.6,59,1448
0.55,62.4,56,1448
0.57,62.2,55,1448
0.55,60.2,56,1448
0.71,63.2,55,1448
0.53,60.1,59,1449
0.6,62.3,59,1449
0.5,62,56,1449
0.5,62,57,1449
0.5,62.5,57,1449
0.5,60.9,58,1449
0.5,61.7,54,1449
0.5,62,56,1449
0.5,60.5,57,1449
